Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,Facilities,Predicted
United Kingdom,Premium Room,2,December 2019,Couple," Breakfast was great first day but cooked breakfast was old and overcooked second day , but overall it was a great selection , thank you.",9.0,"Vey romantic , great location and excellent pubs restaurants close by  and close to shops",1,food/drink,0
United Kingdom,Standard Room,1,December 2019,Couple," Great stay, staff couldn’t do more for you, all a happy bunch :)",10.0,Exceptional,1,staff,1
United Kingdom,Superior Room,1,December 2019,Couple, Lovely clean n freashen,8.0,Very Good,1,dirty,0
United Kingdom,Standard Room,1,December 2019,Couple," Clean, spacious room. Comfortable bed. Helpful, friendly staff.",7.9,Good,1,dirty,0
United Kingdom,Standard Room,1,December 2019,Couple," Clean, spacious room. Comfortable bed. Helpful, friendly staff.",7.9,Good,1,comfort,0
United Kingdom,Standard Room,1,December 2019,Couple," Clean, spacious room. Comfortable bed. Helpful, friendly staff.",7.9,Good,1,bed,0
United Kingdom,Standard Room,1,December 2019,Couple," Clean, spacious room. Comfortable bed. Helpful, friendly staff.",7.9,Good,1,staff,0
United Kingdom,Standard Room,1,December 2019,Couple," Very handy location
Clean and modern
Friendly staff
A very good price taking into account the high quality of the hotel",10.0,Great quality city centre hotel,1,location,0
United Kingdom,Standard Room,1,December 2019,Couple," Very handy location
Clean and modern
Friendly staff
A very good price taking into account the high quality of the hotel",10.0,Great quality city centre hotel,1,dirty,0
United Kingdom,Standard Room,1,December 2019,Couple," Very handy location
Clean and modern
Friendly staff
A very good price taking into account the high quality of the hotel",10.0,Great quality city centre hotel,1,comfort,0
United Kingdom,Standard Room,1,December 2019,Couple," Very handy location
Clean and modern
Friendly staff
A very good price taking into account the high quality of the hotel",10.0,Great quality city centre hotel,1,staff,0
United Kingdom,Standard Room,1,December 2019,Couple," Very handy location
Clean and modern
Friendly staff
A very good price taking into account the high quality of the hotel",10.0,Great quality city centre hotel,1,price,0
United Kingdom,Premium Room,1,December 2019,Couple," Excellent service,and polite staff,lovely rooms and very comfortable bed",10.0,Exceptional,1,staff,0
United Kingdom,Premium Room,1,December 2019,Couple," Excellent service,and polite staff,lovely rooms and very comfortable bed",10.0,Exceptional,1,comfort,0
United Kingdom,Premium Room,1,December 2019,Couple," Excellent service,and polite staff,lovely rooms and very comfortable bed",10.0,Exceptional,1,bed,0
United Kingdom,Standard Room,1,December 2019,Couple, Comfy bed and great location,8.0,Very Good,1,comfort,0
United Kingdom,Standard Room,1,December 2019,Couple, Comfy bed and great location,8.0,Very Good,1,bed,0
United Kingdom,Standard Room,1,December 2019,Couple, Comfy bed and great location,8.0,Very Good,1,location,0
United Kingdom,Standard Room,3,December 2019,Couple, Very good location. The staff in the hotel were excellent.,8.0,Nice hotel in a very good location.,1,location,0
United Kingdom,Standard Room,3,December 2019,Couple, Very good location. The staff in the hotel were excellent.,8.0,Nice hotel in a very good location.,1,staff,1
United Kingdom,Standard Room,1,November 2019,Couple, Great location,10.0,Exceptional,1,location,0
United Kingdom,Standard Room,1,December 2019,Couple," Friendly, professional staff all amazing and very clean! High high standard and room was exceptional definitely will be back",10.0,Exceptional,1,staff,0
United Kingdom,Standard Room,1,December 2019,Couple," Friendly, professional staff all amazing and very clean! High high standard and room was exceptional definitely will be back",10.0,Exceptional,1,dirty,0
United Kingdom,Superior Room,1,December 2019,Couple, Great hotel great location will stay again,10.0,Verry impressed,1,location,0
United Kingdom,Standard Room,1,December 2019,Couple," It was a surprise for my partner and we got to free drinks at the bar. Which was a lovely surprise.  
The bed was super comfy and the option for a shower and a bath. 
Very impressed.",10.0,Was very impressed with hotel and would definitely stay again. Location was spot on and the staf,1,food/drink,0
United Kingdom,Standard Room,1,December 2019,Couple," It was a surprise for my partner and we got to free drinks at the bar. Which was a lovely surprise.  
The bed was super comfy and the option for a shower and a bath. 
Very impressed.",10.0,Was very impressed with hotel and would definitely stay again. Location was spot on and the staf,1,restaurant,0
United Kingdom,Standard Room,1,December 2019,Couple," It was a surprise for my partner and we got to free drinks at the bar. Which was a lovely surprise.  
The bed was super comfy and the option for a shower and a bath. 
Very impressed.",10.0,Was very impressed with hotel and would definitely stay again. Location was spot on and the staf,1,bed,0
United Kingdom,Standard Room,1,December 2019,Couple," It was a surprise for my partner and we got to free drinks at the bar. Which was a lovely surprise.  
The bed was super comfy and the option for a shower and a bath. 
Very impressed.",10.0,Was very impressed with hotel and would definitely stay again. Location was spot on and the staf,1,comfort,0
United Kingdom,Standard Room,1,December 2019,Couple," It was a surprise for my partner and we got to free drinks at the bar. Which was a lovely surprise.  
The bed was super comfy and the option for a shower and a bath. 
Very impressed.",10.0,Was very impressed with hotel and would definitely stay again. Location was spot on and the staf,1,bathroom,0
United Kingdom,Standard Room,1,December 2019,Solo traveler, Proximity to City Centre and Railway. Excellent service from moment of Arrival until Departure from all staff. Dinner in Restaurant was good value for money. Breakfast was outstanding with good quality products catering for Full Scottish and Continental tastes. The Fire Alarm was activated accidentally during my stay but from a safety point if view it was well handled and managed by Staff which was reassuring should the activation having been more serious. Highly recommend this Hotel.,10.0,Exceptional,1,location,0
United Kingdom,Standard Room,1,December 2019,Solo traveler, Proximity to City Centre and Railway. Excellent service from moment of Arrival until Departure from all staff. Dinner in Restaurant was good value for money. Breakfast was outstanding with good quality products catering for Full Scottish and Continental tastes. The Fire Alarm was activated accidentally during my stay but from a safety point if view it was well handled and managed by Staff which was reassuring should the activation having been more serious. Highly recommend this Hotel.,10.0,Exceptional,1,staff,0
United Kingdom,Standard Room,1,December 2019,Solo traveler, Proximity to City Centre and Railway. Excellent service from moment of Arrival until Departure from all staff. Dinner in Restaurant was good value for money. Breakfast was outstanding with good quality products catering for Full Scottish and Continental tastes. The Fire Alarm was activated accidentally during my stay but from a safety point if view it was well handled and managed by Staff which was reassuring should the activation having been more serious. Highly recommend this Hotel.,10.0,Exceptional,1,food/drink,0
United Kingdom,Standard Room,1,December 2019,Solo traveler, Proximity to City Centre and Railway. Excellent service from moment of Arrival until Departure from all staff. Dinner in Restaurant was good value for money. Breakfast was outstanding with good quality products catering for Full Scottish and Continental tastes. The Fire Alarm was activated accidentally during my stay but from a safety point if view it was well handled and managed by Staff which was reassuring should the activation having been more serious. Highly recommend this Hotel.,10.0,Exceptional,1,restaurant,0
United Kingdom,Standard Room,1,December 2019,Solo traveler, Proximity to City Centre and Railway. Excellent service from moment of Arrival until Departure from all staff. Dinner in Restaurant was good value for money. Breakfast was outstanding with good quality products catering for Full Scottish and Continental tastes. The Fire Alarm was activated accidentally during my stay but from a safety point if view it was well handled and managed by Staff which was reassuring should the activation having been more serious. Highly recommend this Hotel.,10.0,Exceptional,1,price,0
United Kingdom,Standard Room,1,December 2019,Group, Lovely room not good view. Staff were so helpful and friendly,9.0,Wonderful,1,location,0
United Kingdom,Standard Room,1,December 2019,Group, Lovely room not good view. Staff were so helpful and friendly,9.0,Wonderful,1,staff,0
United Kingdom,Standard Room,1,December 2019,Group, Bedroom was very clean and beds were comfy. Special mention to the very pleasant concierge who carried my case to my room. Thank You,10.0,Very affordable and central for my Christmas party venue,1,bathroom,0
United Kingdom,Standard Room,1,December 2019,Group, Bedroom was very clean and beds were comfy. Special mention to the very pleasant concierge who carried my case to my room. Thank You,10.0,Very affordable and central for my Christmas party venue,1,dirty,0
United Kingdom,Standard Room,1,December 2019,Group, Bedroom was very clean and beds were comfy. Special mention to the very pleasant concierge who carried my case to my room. Thank You,10.0,Very affordable and central for my Christmas party venue,1,bed,0
United Kingdom,Standard Room,1,December 2019,Group, Bedroom was very clean and beds were comfy. Special mention to the very pleasant concierge who carried my case to my room. Thank You,10.0,Very affordable and central for my Christmas party venue,1,comfort,0
United Kingdom,Standard Room,1,December 2019,Group, Bedroom was very clean and beds were comfy. Special mention to the very pleasant concierge who carried my case to my room. Thank You,10.0,Very affordable and central for my Christmas party venue,1,noisiness,0
United Kingdom,Standard Room,4,December 2019,Couple, The bed was very comfortable. The views were excellent. The heating was effective. The bathroom was clean and had all the facilities required. The room was clean. Staff always polite and helpful.,8.0,The hotel was well located and the room was warm and comfortable.,1,bed,0
United Kingdom,Standard Room,4,December 2019,Couple, The bed was very comfortable. The views were excellent. The heating was effective. The bathroom was clean and had all the facilities required. The room was clean. Staff always polite and helpful.,8.0,The hotel was well located and the room was warm and comfortable.,1,comfort,0
United Kingdom,Standard Room,4,December 2019,Couple, The bed was very comfortable. The views were excellent. The heating was effective. The bathroom was clean and had all the facilities required. The room was clean. Staff always polite and helpful.,8.0,The hotel was well located and the room was warm and comfortable.,1,location,0
United Kingdom,Standard Room,4,December 2019,Couple, The bed was very comfortable. The views were excellent. The heating was effective. The bathroom was clean and had all the facilities required. The room was clean. Staff always polite and helpful.,8.0,The hotel was well located and the room was warm and comfortable.,1,temperature,0
United Kingdom,Standard Room,4,December 2019,Couple, The bed was very comfortable. The views were excellent. The heating was effective. The bathroom was clean and had all the facilities required. The room was clean. Staff always polite and helpful.,8.0,The hotel was well located and the room was warm and comfortable.,1,bathroom,0
United Kingdom,Standard Room,4,December 2019,Couple, The bed was very comfortable. The views were excellent. The heating was effective. The bathroom was clean and had all the facilities required. The room was clean. Staff always polite and helpful.,8.0,The hotel was well located and the room was warm and comfortable.,1,dirty,0
United Kingdom,Standard Room,4,December 2019,Couple, The bed was very comfortable. The views were excellent. The heating was effective. The bathroom was clean and had all the facilities required. The room was clean. Staff always polite and helpful.,8.0,The hotel was well located and the room was warm and comfortable.,1,staff,0
United Kingdom,Standard Room,2,December 2019,Couple, Location was perfect for what we wanted.,9.6,Exceptional,1,location,0
United Kingdom,Corner Suite,3,December 2019,Solo traveler, An outstanding hotel in an ideal location. I stop there quite regularly and have never get been disappointed.,10.0,Superb,1,location,0
United Kingdom,Standard Room,2,December 2019,Group, Location staff facilities,10.0,Exceptional,1,location,0
United Kingdom,Standard Room,2,December 2019,Group, Location staff facilities,10.0,Exceptional,1,staff,1
United Kingdom,Standard Room,1,December 2019,Group, Very central location,10.0,Exceptional,1,location,0
United Kingdom,Superior Room,1,December 2019,Couple, excellent room breakfast lovely.staff friendly and helpful.great location handy for shops and central station.,10.0,Exceptional,1,food/drink,0
United Kingdom,Superior Room,1,December 2019,Couple, excellent room breakfast lovely.staff friendly and helpful.great location handy for shops and central station.,10.0,Exceptional,1,staff,0
United Kingdom,Superior Room,1,December 2019,Couple, excellent room breakfast lovely.staff friendly and helpful.great location handy for shops and central station.,10.0,Exceptional,1,location,0
United Kingdom,Superior Room,1,December 2019,Couple, excellent room breakfast lovely.staff friendly and helpful.great location handy for shops and central station.,10.0,Exceptional,1,restaurant,0
United Kingdom,Standard Room,1,December 2019,Couple," Staff were amazing, spotless and exactly what we expected",9.6,Brilliant stay!,1,staff,0
United Kingdom,Corner Suite,5,November 2019,Couple," Location is great, the room was lovely with good facilities.
Staff are mostly nice and pleasant.
Enjoyed a couple of meals in the restaurant over our 5 night stay, scallops and sea bream were lovely but do not have the cheese selection. 
Bar is great and comfortable,good choice of drinks.",7.9,Good,1,location,0
United Kingdom,Corner Suite,5,November 2019,Couple," Location is great, the room was lovely with good facilities.
Staff are mostly nice and pleasant.
Enjoyed a couple of meals in the restaurant over our 5 night stay, scallops and sea bream were lovely but do not have the cheese selection. 
Bar is great and comfortable,good choice of drinks.",7.9,Good,1,staff,0
United Kingdom,Corner Suite,5,November 2019,Couple," Location is great, the room was lovely with good facilities.
Staff are mostly nice and pleasant.
Enjoyed a couple of meals in the restaurant over our 5 night stay, scallops and sea bream were lovely but do not have the cheese selection. 
Bar is great and comfortable,good choice of drinks.",7.9,Good,1,noisiness,0
United Kingdom,Corner Suite,5,November 2019,Couple," Location is great, the room was lovely with good facilities.
Staff are mostly nice and pleasant.
Enjoyed a couple of meals in the restaurant over our 5 night stay, scallops and sea bream were lovely but do not have the cheese selection. 
Bar is great and comfortable,good choice of drinks.",7.9,Good,1,food/drink,0
United Kingdom,Corner Suite,5,November 2019,Couple," Location is great, the room was lovely with good facilities.
Staff are mostly nice and pleasant.
Enjoyed a couple of meals in the restaurant over our 5 night stay, scallops and sea bream were lovely but do not have the cheese selection. 
Bar is great and comfortable,good choice of drinks.",7.9,Good,1,restaurant,0
United Kingdom,Corner Suite,5,November 2019,Couple," Location is great, the room was lovely with good facilities.
Staff are mostly nice and pleasant.
Enjoyed a couple of meals in the restaurant over our 5 night stay, scallops and sea bream were lovely but do not have the cheese selection. 
Bar is great and comfortable,good choice of drinks.",7.9,Good,1,comfort,0
United Kingdom,Standard Room,2,November 2019,Couple, The friendliness  of the staff. We had a lovely time as they were so nice to us and very attentive.  They changed our room as I couldn't get into the bath and we got a walk in shower which was good for us.,10.0,A lovely relaxing break away from home.,1,staff,0
United Kingdom,Standard Room,2,November 2019,Couple, The friendliness  of the staff. We had a lovely time as they were so nice to us and very attentive.  They changed our room as I couldn't get into the bath and we got a walk in shower which was good for us.,10.0,A lovely relaxing break away from home.,1,bathroom,0
United Kingdom,Standard Room,1,November 2019,Couple, Comfy bed and everything else was decent.,9.2,Wonderful,1,comfort,0
United Kingdom,Standard Room,1,November 2019,Couple, Comfy bed and everything else was decent.,9.2,Wonderful,1,bed,0
United Kingdom,Premium Room,1,November 2019,Couple," It is very central, it was within walking distance of everywhere we wanted to go",9.6,Fantastic stay,1,location,0
United Kingdom,Standard Room,1,November 2019,Solo traveler, Clean and full of great details and charming places.,10.0,Exceptional,1,dirty,0
United Kingdom,Standard Room,1,November 2019,Solo traveler, Clean and full of great details and charming places.,10.0,Exceptional,1,location,0
United Kingdom,Standard Room,1,November 2019,Couple," The location, within easy walking distance to Buchanan Street in the centre of Glasgow. 
Friendly staff at reception. 
Very comfortable bed. No noise during the night. Excellent shower although it was over a bath. 
Spotlessly clean
Lovely breakfast.",10.0,Exceptional,1,location,0
United Kingdom,Standard Room,1,November 2019,Couple," The location, within easy walking distance to Buchanan Street in the centre of Glasgow. 
Friendly staff at reception. 
Very comfortable bed. No noise during the night. Excellent shower although it was over a bath. 
Spotlessly clean
Lovely breakfast.",10.0,Exceptional,1,staff,0
United Kingdom,Standard Room,1,November 2019,Couple," The location, within easy walking distance to Buchanan Street in the centre of Glasgow. 
Friendly staff at reception. 
Very comfortable bed. No noise during the night. Excellent shower although it was over a bath. 
Spotlessly clean
Lovely breakfast.",10.0,Exceptional,1,comfort,0
United Kingdom,Standard Room,1,November 2019,Couple," The location, within easy walking distance to Buchanan Street in the centre of Glasgow. 
Friendly staff at reception. 
Very comfortable bed. No noise during the night. Excellent shower although it was over a bath. 
Spotlessly clean
Lovely breakfast.",10.0,Exceptional,1,bed,0
United Kingdom,Standard Room,1,November 2019,Couple," The location, within easy walking distance to Buchanan Street in the centre of Glasgow. 
Friendly staff at reception. 
Very comfortable bed. No noise during the night. Excellent shower although it was over a bath. 
Spotlessly clean
Lovely breakfast.",10.0,Exceptional,1,noisiness,0
United Kingdom,Standard Room,1,November 2019,Couple," The location, within easy walking distance to Buchanan Street in the centre of Glasgow. 
Friendly staff at reception. 
Very comfortable bed. No noise during the night. Excellent shower although it was over a bath. 
Spotlessly clean
Lovely breakfast.",10.0,Exceptional,1,bathroom,0
United Kingdom,Standard Room,1,November 2019,Couple," The location, within easy walking distance to Buchanan Street in the centre of Glasgow. 
Friendly staff at reception. 
Very comfortable bed. No noise during the night. Excellent shower although it was over a bath. 
Spotlessly clean
Lovely breakfast.",10.0,Exceptional,1,dirty,0
United Kingdom,Standard Room,1,November 2019,Couple," The location, within easy walking distance to Buchanan Street in the centre of Glasgow. 
Friendly staff at reception. 
Very comfortable bed. No noise during the night. Excellent shower although it was over a bath. 
Spotlessly clean
Lovely breakfast.",10.0,Exceptional,1,food/drink,0
Isle of Man,Standard Room,7,November 2019,Couple, food good staff really good position excellent,8.0,Very Good,1,food/drink,0
Isle of Man,Standard Room,7,November 2019,Couple, food good staff really good position excellent,8.0,Very Good,1,staff,0
United Kingdom,Premium Room,1,November 2019,Couple, Comfortable bed. Good choice at breakfast,8.0,"Good stay. Friendly staff, good location",1,comfort,0
United Kingdom,Premium Room,1,November 2019,Couple, Comfortable bed. Good choice at breakfast,8.0,"Good stay. Friendly staff, good location",1,bed,0
United Kingdom,Premium Room,1,November 2019,Couple, Comfortable bed. Good choice at breakfast,8.0,"Good stay. Friendly staff, good location",1,food/drink,0
United Kingdom,Standard Room,1,November 2019,Solo traveler, The location and spec of the hotel first class,10.0,Lovely very clean lovely staff complete wow factor,1,location,0
United Kingdom,Standard Room,1,November 2019,Couple," Breakfast was great, room was really spacious, clean and comfortable. Staff we encountered were very pleasant and friendly.",9.6,Exceptional,1,food/drink,0
United Kingdom,Standard Room,1,November 2019,Couple," Breakfast was great, room was really spacious, clean and comfortable. Staff we encountered were very pleasant and friendly.",9.6,Exceptional,1,dirty,0
United Kingdom,Standard Room,1,November 2019,Couple," Breakfast was great, room was really spacious, clean and comfortable. Staff we encountered were very pleasant and friendly.",9.6,Exceptional,1,comfort,0
United Kingdom,Standard Room,1,November 2019,Couple," Breakfast was great, room was really spacious, clean and comfortable. Staff we encountered were very pleasant and friendly.",9.6,Exceptional,1,staff,0
United Kingdom,Standard Room,1,November 2019,Couple," Breakfast was great, room was really spacious, clean and comfortable. Staff we encountered were very pleasant and friendly.",9.6,Exceptional,1,noisiness,0
United Kingdom,Standard Room,1,November 2019,Family, Staff were so friendly and professional. The service was exceptional.,9.6,Exceptional,1,staff,0
United Kingdom,Standard Room,1,November 2019,Family, Cindy who was at reception when we checked in was absolutely lovely. The staff couldn't do enough for us. Ideal location as we had a concert at the Royal Concert Hall. And hotel is in city centre and not far from train station etc. Will definitely stay again.,9.2,Overnight stay!,1,staff,0
United Kingdom,Standard Room,1,November 2019,Family, Cindy who was at reception when we checked in was absolutely lovely. The staff couldn't do enough for us. Ideal location as we had a concert at the Royal Concert Hall. And hotel is in city centre and not far from train station etc. Will definitely stay again.,9.2,Overnight stay!,1,location,0
United Kingdom,Standard Room,3,November 2019,Couple, The beds we’re really comfy and the quality of the breakfast was excellent,10.0,Excellent stay,1,bed,0
United Kingdom,Standard Room,3,November 2019,Couple, The beds we’re really comfy and the quality of the breakfast was excellent,10.0,Excellent stay,1,comfort,0
United Kingdom,Standard Room,3,November 2019,Couple, The beds we’re really comfy and the quality of the breakfast was excellent,10.0,Excellent stay,1,food/drink,0
United Kingdom,Standard Room,1,November 2019,Group, Lovely staff. Clean and comfortable with great location and lovely breakfast.,8.0,Fab,1,staff,0
United Kingdom,Standard Room,1,November 2019,Group, Lovely staff. Clean and comfortable with great location and lovely breakfast.,8.0,Fab,1,dirty,0
United Kingdom,Standard Room,1,November 2019,Group, Lovely staff. Clean and comfortable with great location and lovely breakfast.,8.0,Fab,1,comfort,0
United Kingdom,Standard Room,1,November 2019,Group, Lovely staff. Clean and comfortable with great location and lovely breakfast.,8.0,Fab,1,location,0
United Kingdom,Standard Room,1,November 2019,Group, Lovely staff. Clean and comfortable with great location and lovely breakfast.,8.0,Fab,1,food/drink,0
United Kingdom,Junior Suite,2,November 2019,Couple," I like the position of the hotel in relation to the city centre and Central railway station. the reception staff are friendly and helpful and the room was clean, comfortable and well serviced. The bed and the bed linen was of a high quality",9.0,our stay for 2 nights was perfect for the visit to the theatre and for shopping,1,location,0
United Kingdom,Junior Suite,2,November 2019,Couple," I like the position of the hotel in relation to the city centre and Central railway station. the reception staff are friendly and helpful and the room was clean, comfortable and well serviced. The bed and the bed linen was of a high quality",9.0,our stay for 2 nights was perfect for the visit to the theatre and for shopping,1,staff,0
United Kingdom,Junior Suite,2,November 2019,Couple," I like the position of the hotel in relation to the city centre and Central railway station. the reception staff are friendly and helpful and the room was clean, comfortable and well serviced. The bed and the bed linen was of a high quality",9.0,our stay for 2 nights was perfect for the visit to the theatre and for shopping,1,dirty,0
United Kingdom,Junior Suite,2,November 2019,Couple," I like the position of the hotel in relation to the city centre and Central railway station. the reception staff are friendly and helpful and the room was clean, comfortable and well serviced. The bed and the bed linen was of a high quality",9.0,our stay for 2 nights was perfect for the visit to the theatre and for shopping,1,comfort,0
United Kingdom,Junior Suite,2,November 2019,Couple," I like the position of the hotel in relation to the city centre and Central railway station. the reception staff are friendly and helpful and the room was clean, comfortable and well serviced. The bed and the bed linen was of a high quality",9.0,our stay for 2 nights was perfect for the visit to the theatre and for shopping,1,bed,0
United Kingdom,Standard Room,1,October 2019,Solo traveler, Bed superb thought bathroom could have been bigger. Breakfast top class. Reception staff very friendly and helpful. Bar staff jovial and chatty.,8.0,Great bed warm and comfortable breakfast fab.,1,bed,0
United Kingdom,Standard Room,1,October 2019,Solo traveler, Bed superb thought bathroom could have been bigger. Breakfast top class. Reception staff very friendly and helpful. Bar staff jovial and chatty.,8.0,Great bed warm and comfortable breakfast fab.,1,bathroom,0
United Kingdom,Standard Room,1,October 2019,Solo traveler, Bed superb thought bathroom could have been bigger. Breakfast top class. Reception staff very friendly and helpful. Bar staff jovial and chatty.,8.0,Great bed warm and comfortable breakfast fab.,1,food/drink,0
United Kingdom,Standard Room,1,October 2019,Solo traveler, Bed superb thought bathroom could have been bigger. Breakfast top class. Reception staff very friendly and helpful. Bar staff jovial and chatty.,8.0,Great bed warm and comfortable breakfast fab.,1,staff,0
United Kingdom,Standard Room,1,October 2019,Solo traveler, Bed superb thought bathroom could have been bigger. Breakfast top class. Reception staff very friendly and helpful. Bar staff jovial and chatty.,8.0,Great bed warm and comfortable breakfast fab.,1,restaurant,0
United Kingdom,Standard Room,1,November 2019,Couple, Very friendly and professional staff made to feel very welcome excellent all round,10.0,Fantastic loved every minute would definitely come back again,1,staff,1
United Kingdom,Standard Room,1,November 2019,Family, Good bar area.,8.3,Very Good,1,restaurant,1
United Kingdom,Standard Room,1,November 2019,Family, Good bar area.,8.3,Very Good,1,location,0
Netherlands,Standard Room,1,November 2019,Solo traveler, The comfort and the venue,8.0,Was only  for one night but next time I Glasgow the same Hotel will be considered.,1,comfort,0
Ireland,Standard Room,1,November 2019,Couple," Didn't take breakfast, but had a hassle free comfortable stay. The location was ideal right in the heart of where I wanted to be. The room was spotless with very good washing facilities, brand new irod and board very comfortable bed, pillows and duvet.",10.0,Possibly the best hotel I have ever stayed in,1,food/drink,0
Ireland,Standard Room,1,November 2019,Couple," Didn't take breakfast, but had a hassle free comfortable stay. The location was ideal right in the heart of where I wanted to be. The room was spotless with very good washing facilities, brand new irod and board very comfortable bed, pillows and duvet.",10.0,Possibly the best hotel I have ever stayed in,1,comfort,0
Ireland,Standard Room,1,November 2019,Couple," Didn't take breakfast, but had a hassle free comfortable stay. The location was ideal right in the heart of where I wanted to be. The room was spotless with very good washing facilities, brand new irod and board very comfortable bed, pillows and duvet.",10.0,Possibly the best hotel I have ever stayed in,1,location,0
Ireland,Standard Room,1,November 2019,Couple," Didn't take breakfast, but had a hassle free comfortable stay. The location was ideal right in the heart of where I wanted to be. The room was spotless with very good washing facilities, brand new irod and board very comfortable bed, pillows and duvet.",10.0,Possibly the best hotel I have ever stayed in,1,bed,0
United Kingdom,Superior Room,2,November 2019,Couple, Breakfast and location perfect. Highly recommend it.,9.0,lovely weekend,1,food/drink,0
United Kingdom,Superior Room,2,November 2019,Couple, Breakfast and location perfect. Highly recommend it.,9.0,lovely weekend,1,location,1
Bahrain,Standard Room,4,November 2019,Family, Very helpful staff,8.3,Very Good,1,staff,0
United Kingdom,Standard Room,1,November 2019,Family," Central great breakfast, and english speaking staff.",10.0,Exceptional,1,location,0
United Kingdom,Standard Room,1,November 2019,Family," Central great breakfast, and english speaking staff.",10.0,Exceptional,1,food/drink,0
United Kingdom,Standard Room,1,November 2019,Family," Central great breakfast, and english speaking staff.",10.0,Exceptional,1,staff,0
United Kingdom,Standard Room,1,November 2019,Couple," The design, the breakfast, the staff.",9.0,Wonderful,1,food/drink,0
United Kingdom,Standard Room,1,November 2019,Couple," The design, the breakfast, the staff.",9.0,Wonderful,1,staff,1
United Kingdom,Standard Room,1,November 2019,Couple, Well priced central hotel,8.0,Very Good,1,price,1
United Kingdom,Standard Room,1,November 2019,Couple, Well priced central hotel,8.0,Very Good,1,location,0
United Kingdom,Superior Room,1,November 2019,Couple," The staff were excellent. Very accommodating and willing to go the extra mile. That's from reception, bar staff and breakfast staff, all superb, polite and generous. Also the fact your bar has Havana Club 15 Rum available which retails at £150 a bottle is beyond excellent.",8.8,Excellent Staff,1,staff,0
United Kingdom,Superior Room,1,November 2019,Couple," The staff were excellent. Very accommodating and willing to go the extra mile. That's from reception, bar staff and breakfast staff, all superb, polite and generous. Also the fact your bar has Havana Club 15 Rum available which retails at £150 a bottle is beyond excellent.",8.8,Excellent Staff,1,restaurant,0
United Kingdom,Superior Room,1,November 2019,Couple," The staff were excellent. Very accommodating and willing to go the extra mile. That's from reception, bar staff and breakfast staff, all superb, polite and generous. Also the fact your bar has Havana Club 15 Rum available which retails at £150 a bottle is beyond excellent.",8.8,Excellent Staff,1,food/drink,0
United Kingdom,Standard Room,1,November 2019,Couple," Stayed there’s few times. Great, central location. Staff are always friendly & helpful. Rooms very comfortable.",8.0,A great place to stay.,1,location,0
United Kingdom,Standard Room,1,November 2019,Couple," Stayed there’s few times. Great, central location. Staff are always friendly & helpful. Rooms very comfortable.",8.0,A great place to stay.,1,staff,0
United Kingdom,Standard Room,1,November 2019,Couple," Stayed there’s few times. Great, central location. Staff are always friendly & helpful. Rooms very comfortable.",8.0,A great place to stay.,1,comfort,1
United Kingdom,Standard Room,1,November 2019,Group, Location and cleanliness of room.,8.0,Would stay again,1,location,1
United Kingdom,Standard Room,1,November 2019,Group, Location and cleanliness of room.,8.0,Would stay again,1,dirty,0
United Kingdom,Standard Room,1,November 2019,Couple," Quick check in , staff was very accurate on everything we needed to know , she was very polite and happy which tells me it’s a good place to work , great customer service and we had a wee drink in the bar in which we got first class service.",10.0,"2 minute walk to the car park, Same to the train station, all in , perfect for our night away.",1,staff,0
United Kingdom,Standard Room,1,November 2019,Couple," Quick check in , staff was very accurate on everything we needed to know , she was very polite and happy which tells me it’s a good place to work , great customer service and we had a wee drink in the bar in which we got first class service.",10.0,"2 minute walk to the car park, Same to the train station, all in , perfect for our night away.",1,location,0
United Kingdom,Standard Room,1,November 2019,Couple," Quick check in , staff was very accurate on everything we needed to know , she was very polite and happy which tells me it’s a good place to work , great customer service and we had a wee drink in the bar in which we got first class service.",10.0,"2 minute walk to the car park, Same to the train station, all in , perfect for our night away.",1,food/drink,0
United Kingdom,Standard Room,1,November 2019,Couple," Quick check in , staff was very accurate on everything we needed to know , she was very polite and happy which tells me it’s a good place to work , great customer service and we had a wee drink in the bar in which we got first class service.",10.0,"2 minute walk to the car park, Same to the train station, all in , perfect for our night away.",1,restaurant,0
United Kingdom,Standard Room,1,November 2019,Couple, Good central location . Spacious and comfortable room. Friendly staff. Good breakfast.,9.0,Short break in Glasgow,1,location,0
United Kingdom,Standard Room,1,November 2019,Couple, Good central location . Spacious and comfortable room. Friendly staff. Good breakfast.,9.0,Short break in Glasgow,1,comfort,0
United Kingdom,Standard Room,1,November 2019,Couple, Good central location . Spacious and comfortable room. Friendly staff. Good breakfast.,9.0,Short break in Glasgow,1,staff,0
United Kingdom,Standard Room,1,November 2019,Couple, Good central location . Spacious and comfortable room. Friendly staff. Good breakfast.,9.0,Short break in Glasgow,1,food/drink,1
United Kingdom,Standard Room,1,November 2019,Group, Great location & friendly staff.,10.0,Exceptional,1,location,1
United Kingdom,Standard Room,1,November 2019,Group, Great location & friendly staff.,10.0,Exceptional,1,staff,0
United Kingdom,Standard Room,2,October 2019,Family," Great Location , staff were very good !",8.0,Very Good,1,location,0
United Kingdom,Standard Room,2,October 2019,Family," Great Location , staff were very good !",8.0,Very Good,1,staff,1
United Kingdom,Standard Room,1,November 2019,Couple, Very comfortable bed!,8.3,Very Good,1,comfort,1
