,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,Facilities,Predicted
3312,United Kingdom,Standard Room,1,August 2019,Couple," From Ramona who greeted us and the waiter at the bar everything was just right! The spacious room was quiet and luxurious A pity we stayed overnight to catch a very early flight in the morning, we didnt have the opportunity to have breakfast. Great hotel which really exceeded expectations as we booked it for its proximity to air terminals reached (on foot). Well done!",10.0,Great hotel and happy and polite service,1,temperature,1
3313,United Kingdom,Standard Room,1,August 2019,Couple, Clean rooms with everything you could need. Staff were very friendly and offered us a free upgrade as there was a room available.,9.6,Exceptional,1,dirty,1
3314,United Kingdom,Standard Room,1,August 2019,Couple, Clean rooms with everything you could need. Staff were very friendly and offered us a free upgrade as there was a room available.,9.6,Exceptional,1,staff,1
3315,United Kingdom,Superior Room with Runway View,1,August 2019,Couple," Location , very clean and efficient",10.0,Exceptional,1,location,1
3316,United Kingdom,Superior Room with Runway View,1,August 2019,Couple," Location , very clean and efficient",10.0,Exceptional,1,dirty,1
3317,United Kingdom,Standard Room,1,August 2019,Family, Proximity to terminals,8.3,Convenient airport location,1,location,1
3318,United Kingdom,Standard Room,1,August 2019,Couple, Location is fab,9.6,Exceptional,1,location,1
3319,United Kingdom,Standard Room,1,August 2019,Couple," Very nice stay before early flight - lovely room - well soundproofed - huge comfy bed.
Nice food in restaurant",9.2,Great! Will definitely stay again.,1,comfort,0
3320,United Kingdom,Standard Room,1,August 2019,Couple," Very nice stay before early flight - lovely room - well soundproofed - huge comfy bed.
Nice food in restaurant",9.2,Great! Will definitely stay again.,1,bed,0
3321,United Kingdom,Standard Room,1,August 2019,Couple," Very nice stay before early flight - lovely room - well soundproofed - huge comfy bed.
Nice food in restaurant",9.2,Great! Will definitely stay again.,1,food/drink,0
3322,United Kingdom,Standard Room,1,August 2019,Couple," Very nice stay before early flight - lovely room - well soundproofed - huge comfy bed.
Nice food in restaurant",9.2,Great! Will definitely stay again.,1,restaurant,0
3323,United Kingdom,Standard Room,1,August 2019,Couple, Everything! Was staying so we could get a connecting flight to our honeymoon and they gave us a bottle of prosecco and cookies and upgraded us 2 a premium room! Very kind!,10.0,Exceptional,1,food/drink,1
3324,United Kingdom,Standard Room,1,August 2019,Group," Handy for airport, comfortable room and friendly staff.",9.6,Handy airport stay,1,location,0
3325,United Kingdom,Standard Room,1,August 2019,Group," Handy for airport, comfortable room and friendly staff.",9.6,Handy airport stay,1,comfort,0
3326,United Kingdom,Standard Room,1,August 2019,Group," Handy for airport, comfortable room and friendly staff.",9.6,Handy airport stay,1,staff,0
3327,United Kingdom,Superior Room with Runway View,1,August 2019,Group," Ideal location for airport, staff friendly, room comfortable and clean.",9.6,Handy airport stay,1,location,0
3328,United Kingdom,Superior Room with Runway View,1,August 2019,Group," Ideal location for airport, staff friendly, room comfortable and clean.",9.6,Handy airport stay,1,staff,0
3329,United Kingdom,Superior Room with Runway View,1,August 2019,Group," Ideal location for airport, staff friendly, room comfortable and clean.",9.6,Handy airport stay,1,comfort,0
3330,United Kingdom,Superior Room with Runway View,1,August 2019,Group," Ideal location for airport, staff friendly, room comfortable and clean.",9.6,Handy airport stay,1,dirty,0
3331,United Kingdom,Standard Room,1,July 2019,Couple, Rooms clean and bathroom very spacious,10.0,Overall excellent breakfast was a let down,1,dirty,1
3332,United Kingdom,Standard Room,1,July 2019,Couple, Rooms clean and bathroom very spacious,10.0,Overall excellent breakfast was a let down,1,bathroom,1
3333,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler," great bed, great location, very clean, tv, tea and coffee, all great",8.8,All grrat accept the toilet was blocked,1,bed,1
3334,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler," great bed, great location, very clean, tv, tea and coffee, all great",8.8,All grrat accept the toilet was blocked,1,location,1
3335,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler," great bed, great location, very clean, tv, tea and coffee, all great",8.8,All grrat accept the toilet was blocked,1,dirty,1
3336,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler," great bed, great location, very clean, tv, tea and coffee, all great",8.8,All grrat accept the toilet was blocked,1,tv,1
3337,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler," great bed, great location, very clean, tv, tea and coffee, all great",8.8,All grrat accept the toilet was blocked,1,food/drink,1
3338,Spain,Standard Room,1,August 2019,Couple, Good location and clean rooms,7.5,Stressful,1,location,1
3339,Spain,Standard Room,1,August 2019,Couple, Good location and clean rooms,7.5,Stressful,1,dirty,1
3340,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler, The location is excellent and the breakfast was good,9.2,Wonderful,1,location,1
3341,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler, The location is excellent and the breakfast was good,9.2,Wonderful,1,food/drink,1
3342,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler," Smart tv is always nice, room was comfy and breakfast was great",9.6,Exceptional,1,tv,1
3343,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler," Smart tv is always nice, room was comfy and breakfast was great",9.6,Exceptional,1,comfort,1
3344,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler," Smart tv is always nice, room was comfy and breakfast was great",9.6,Exceptional,1,food/drink,1
3345,United Kingdom,Standard Room,1,August 2019,Couple, The food in the restaurant was great value and good quality,10.0,Exceptional,1,food/drink,1
3346,United Kingdom,Standard Room,1,August 2019,Couple, The food in the restaurant was great value and good quality,10.0,Exceptional,1,restaurant,1
3347,United Kingdom,Standard Room,1,August 2019,Couple, The food in the restaurant was great value and good quality,10.0,Exceptional,1,price,1
3348,United Kingdom,Superior Room with Runway View,1,August 2019,Couple," Proximity to airport 
Clean classy",9.6,Exceptional,1,location,1
3349,United Kingdom,Superior Room with Runway View,1,August 2019,Couple," Proximity to airport 
Clean classy",9.6,Exceptional,1,dirty,1
3350,United Kingdom,Standard Room,1,August 2019,Couple, Comfortable beds good showers,9.2,Wonderful,1,comfort,1
3351,United Kingdom,Standard Room,1,August 2019,Couple, Comfortable beds good showers,9.2,Wonderful,1,bed,1
3352,United Kingdom,Standard Room,1,August 2019,Couple, Comfortable beds good showers,9.2,Wonderful,1,bathroom,1
3353,United Kingdom,Standard Room,1,July 2019,Solo traveler, The location,8.5,Convenient location easy check in comfortable room,1,location,1
3354,United Kingdom,Standard Room,1,August 2019,Couple, Daniel in the bar sorted out a little problem and was lovely.,9.6,Another great stay,1,restaurant,1
3355,United Kingdom,Standard Room,1,August 2019,Solo traveler," I arrived in the early hours due to a flight delay and the member of staff who checked me in was welcoming and professional. I was then allocated an executive room, which was unexpected and much appreciated.",9.6,Convenient & comfortable.,1,staff,0
3356,Qatar,Suite with Runway View,1,August 2019,Family, Close to the airport mean while not far of the city centre ..,10.0,Exceptional,1,location,1
3357,United Kingdom,Standard Room,1,July 2019,Couple, Brilliant stay and great service. Exactly what we hoped for and the room service food was brilliant!! Thank you x,10.0,Brilliant stay and great service. Exactly what we hoped for and the room service food was brilliant!,1,staff,0
3358,United Kingdom,Standard Room,1,July 2019,Couple, Brilliant stay and great service. Exactly what we hoped for and the room service food was brilliant!! Thank you x,10.0,Brilliant stay and great service. Exactly what we hoped for and the room service food was brilliant!,1,food/drink,0
3359,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler, Friendly helpful staff. Very clean hotel,10.0,Fantastic stay,1,staff,1
3360,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler, Friendly helpful staff. Very clean hotel,10.0,Fantastic stay,1,dirty,1
3361,United Arab Emirates,Standard Room,1,August 2019,Family," Staff, room, facilities, location",9.6,Best spot for airport stay... lots of positives,1,staff,1
3362,United Arab Emirates,Standard Room,1,August 2019,Family," Staff, room, facilities, location",9.6,Best spot for airport stay... lots of positives,1,location,1
3363,Switzerland,Superior Room with Runway View,1,August 2019,Solo traveler, Good hotel connected to the airport.  Super clean and nice room.  Staff helpful with parking question.,9.2,Great airport hotel,1,location,0
3364,Switzerland,Superior Room with Runway View,1,August 2019,Solo traveler, Good hotel connected to the airport.  Super clean and nice room.  Staff helpful with parking question.,9.2,Great airport hotel,1,dirty,0
3365,Switzerland,Superior Room with Runway View,1,August 2019,Solo traveler, Good hotel connected to the airport.  Super clean and nice room.  Staff helpful with parking question.,9.2,Great airport hotel,1,staff,0
3366,Switzerland,Superior Room with Runway View,1,August 2019,Solo traveler, Good hotel connected to the airport.  Super clean and nice room.  Staff helpful with parking question.,9.2,Great airport hotel,1,parking,0
3367,United Kingdom,Standard Room,1,August 2019,Family," good food, clean rooms, nice staff. great location !",9.6,"aside from the rats, all good.",1,food/drink,1
3368,United Kingdom,Standard Room,1,August 2019,Family," good food, clean rooms, nice staff. great location !",9.6,"aside from the rats, all good.",1,dirty,1
3369,United Kingdom,Standard Room,1,August 2019,Family," good food, clean rooms, nice staff. great location !",9.6,"aside from the rats, all good.",1,staff,1
3370,United Kingdom,Standard Room,1,August 2019,Family," good food, clean rooms, nice staff. great location !",9.6,"aside from the rats, all good.",1,location,1
3371,United Kingdom,Standard Room,1,August 2019,Solo traveler," Upgraded to executive suite upon arrival after a very long flight! Fantastic location, brilliant service and superb choice for breakfast",10.0,Superb!,1,location,1
3372,United Kingdom,Standard Room,1,August 2019,Solo traveler," Upgraded to executive suite upon arrival after a very long flight! Fantastic location, brilliant service and superb choice for breakfast",10.0,Superb!,1,staff,1
3373,United Kingdom,Standard Room,1,August 2019,Solo traveler," Upgraded to executive suite upon arrival after a very long flight! Fantastic location, brilliant service and superb choice for breakfast",10.0,Superb!,1,food/drink,1
3374,Australia,Standard Room,1,August 2019,Couple, The bed!!!!! And the staff are always helpful and lovely.,10.0,Exceptional,1,bed,1
3375,Australia,Standard Room,1,August 2019,Couple, The bed!!!!! And the staff are always helpful and lovely.,10.0,Exceptional,1,staff,1
3376,United Kingdom,Superior Room with Runway View,1,July 2019,Couple, Great Location.,7.5,Great location and comfortable room but breakfast started too late for our flight time.,1,location,1
3377,United Kingdom,Standard Room,1,August 2019,Group, Very comfortable and quiet.,9.6,Relaxing and comfortable with all essential needs.,1,comfort,1
3378,United Kingdom,Standard Room,1,August 2019,Group, Very comfortable and quiet.,9.6,Relaxing and comfortable with all essential needs.,1,noisiness,1
3379,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler," Great location,  close to airport terminal, yet peaceful to facilitate a good night's sleep",10.0,Exceptional,1,location,1
3380,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler," Great location,  close to airport terminal, yet peaceful to facilitate a good night's sleep",10.0,Exceptional,1,bed,1
3381,United Kingdom,Standard Room,1,August 2019,Couple, Staff went the additional mile by giving us a complimentary bottle of wine as it was my 40tj Birthday. Staff were extremely friendly and efficiently checked us in on arrival.,10.0,First class service and excellent staff.,1,staff,1
3382,United Kingdom,Standard Room,1,August 2019,Couple, Staff went the additional mile by giving us a complimentary bottle of wine as it was my 40tj Birthday. Staff were extremely friendly and efficiently checked us in on arrival.,10.0,First class service and excellent staff.,1,price,1
3383,United Kingdom,Standard Room,1,August 2019,Couple, Staff went the additional mile by giving us a complimentary bottle of wine as it was my 40tj Birthday. Staff were extremely friendly and efficiently checked us in on arrival.,10.0,First class service and excellent staff.,1,food/drink,1
3384,United Kingdom,Premium Room,1,August 2019,Couple," Excellently appointed rooms, quiet, helpful and friendly staff",9.2,Wonderful,1,noisiness,1
3385,United Kingdom,Premium Room,1,August 2019,Couple," Excellently appointed rooms, quiet, helpful and friendly staff",9.2,Wonderful,1,staff,1
3386,United Kingdom,Superior Room with Runway View,1,August 2019,Couple, Location .staff .comfort . I enjoyed every thing the hotel offered .,10.0,"Clean, friendly staff and location for terminal 2 .",1,location,0
3387,United Kingdom,Superior Room with Runway View,1,August 2019,Couple, Location .staff .comfort . I enjoyed every thing the hotel offered .,10.0,"Clean, friendly staff and location for terminal 2 .",1,staff,0
3388,United Kingdom,Superior Room with Runway View,1,August 2019,Couple, Location .staff .comfort . I enjoyed every thing the hotel offered .,10.0,"Clean, friendly staff and location for terminal 2 .",1,comfort,0
3389,United Kingdom,Standard Room,1,August 2019,Group, So close to the airport terminals,10.0,Exceptional,1,location,1
3390,United States of America,Superior Room with Runway View,1,August 2019,Couple, Convenient location,10.0,Exceptional,1,location,1
3391,United Kingdom,Superior Room with Runway View,1,August 2019,Couple," The closeness to terminal 1, and the food.",10.0,Nice Airport Hotel,1,location,1
3392,United Kingdom,Superior Room with Runway View,1,August 2019,Couple," The closeness to terminal 1, and the food.",10.0,Nice Airport Hotel,1,food/drink,1
3393,United Arab Emirates,Standard Room,1,August 2019,Family, Brilliant location right at airport so no transfer needed. Train station goes to airport and it’s a 5 min walk. It’s also very clean and comfortable,8.8,Excellent,1,location,1
3394,United Arab Emirates,Standard Room,1,August 2019,Family, Brilliant location right at airport so no transfer needed. Train station goes to airport and it’s a 5 min walk. It’s also very clean and comfortable,8.8,Excellent,1,dirty,1
3395,United Arab Emirates,Standard Room,1,August 2019,Family, Brilliant location right at airport so no transfer needed. Train station goes to airport and it’s a 5 min walk. It’s also very clean and comfortable,8.8,Excellent,1,comfort,1
3396,Singapore,Premium Room,2,August 2019,Family, Amazing hospitality by the staff. Comfortable rooms and incredibly convenient given proximity to airport terminals through the linkways.,9.0,excellent,1,staff,1
3397,Singapore,Premium Room,2,August 2019,Family, Amazing hospitality by the staff. Comfortable rooms and incredibly convenient given proximity to airport terminals through the linkways.,9.0,excellent,1,comfort,1
3398,Singapore,Premium Room,2,August 2019,Family, Amazing hospitality by the staff. Comfortable rooms and incredibly convenient given proximity to airport terminals through the linkways.,9.0,excellent,1,location,1
3399,United Kingdom,Standard Room,1,August 2019,Solo traveler," Fabulous! Lovely room, exceptionally clean, very luxurious. Top breakfast. Will stay here again.",10.0,I'm moving in....,1,dirty,1
3400,United Kingdom,Standard Room,1,August 2019,Solo traveler," Fabulous! Lovely room, exceptionally clean, very luxurious. Top breakfast. Will stay here again.",10.0,I'm moving in....,1,price,1
3401,United Kingdom,Standard Room,1,August 2019,Solo traveler," Fabulous! Lovely room, exceptionally clean, very luxurious. Top breakfast. Will stay here again.",10.0,I'm moving in....,1,food/drink,1
3402,United Kingdom,Standard Room,1,August 2019,Family, Location to check in desk,9.6,Exceptional,1,location,1
3403,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler," Very convenient for an early flight. Rooms large and comfortable. Good toiletries. For early starts there is a coffe machine, fruit. Cereal bars and water available in reception",9.2,Great hotel before onward travel,1,comfort,0
3404,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler," Very convenient for an early flight. Rooms large and comfortable. Good toiletries. For early starts there is a coffe machine, fruit. Cereal bars and water available in reception",9.2,Great hotel before onward travel,1,restaurant,0
3405,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler," Very convenient for an early flight. Rooms large and comfortable. Good toiletries. For early starts there is a coffe machine, fruit. Cereal bars and water available in reception",9.2,Great hotel before onward travel,1,bathroom,0
3406,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler," Very convenient for an early flight. Rooms large and comfortable. Good toiletries. For early starts there is a coffe machine, fruit. Cereal bars and water available in reception",9.2,Great hotel before onward travel,1,dirty,0
3407,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler," Very convenient for an early flight. Rooms large and comfortable. Good toiletries. For early starts there is a coffe machine, fruit. Cereal bars and water available in reception",9.2,Great hotel before onward travel,1,staff,0
3408,Denmark,Superior Room with Runway View,1,August 2019,Couple," Got upgraded :-)
Breakfast was perfect, with special order eggs/omelette.
Only stayed one night, so didn't get chance to try the gym - maybe next time....",8.3,"Excellent one night stay, but a bit pricey.",1,food/drink,1
3409,Denmark,Superior Room with Runway View,1,August 2019,Couple," Got upgraded :-)
Breakfast was perfect, with special order eggs/omelette.
Only stayed one night, so didn't get chance to try the gym - maybe next time....",8.3,"Excellent one night stay, but a bit pricey.",1,fitness,1
3410,Kuwait,Superior Room with Runway View,1,August 2019,Family," location @ airport , wifi",10.0,Exceptional,1,location,1
3411,Kuwait,Superior Room with Runway View,1,August 2019,Family," location @ airport , wifi",10.0,Exceptional,1,internet,1
3412,United Kingdom,Superior Room with Runway View,1,August 2019,Couple," Excellent location for T2 especially. Quiet rooms, large bed.",9.6,Consistently good,1,location,1
3413,United Kingdom,Superior Room with Runway View,1,August 2019,Couple," Excellent location for T2 especially. Quiet rooms, large bed.",9.6,Consistently good,1,noisiness,1
3414,United Kingdom,Superior Room with Runway View,1,August 2019,Couple," Excellent location for T2 especially. Quiet rooms, large bed.",9.6,Consistently good,1,bed,1
3415,United Kingdom,Standard Room,1,July 2019,Solo traveler, Service and location great.,9.6,Perfect pre holiday stop for Manchester Airport,1,staff,1
3416,United Kingdom,Standard Room,1,July 2019,Solo traveler, Service and location great.,9.6,Perfect pre holiday stop for Manchester Airport,1,location,1
3417,United Kingdom,Standard Room,1,August 2019,Family," Great location very comfortable, and left me a complimentary bottle and a happy birthday wish",10.0,Exceptional,1,location,0
3418,United Kingdom,Standard Room,1,August 2019,Family," Great location very comfortable, and left me a complimentary bottle and a happy birthday wish",10.0,Exceptional,1,comfort,0
3419,United Kingdom,Standard Room,1,August 2019,Family," Great location very comfortable, and left me a complimentary bottle and a happy birthday wish",10.0,Exceptional,1,price,0
3420,United Kingdom,Standard Room,1,August 2019,Family," Great location very comfortable, and left me a complimentary bottle and a happy birthday wish",10.0,Exceptional,1,food/drink,0
3421,United Kingdom,Standard Room,1,August 2019,Solo traveler, Excellent location- next to airport. Lovely rooms . Efficient and friendly staff. Prompt room service.,10.0,Exceptional,1,location,0
3422,United Kingdom,Standard Room,1,August 2019,Solo traveler, Excellent location- next to airport. Lovely rooms . Efficient and friendly staff. Prompt room service.,10.0,Exceptional,1,staff,0
3423,Saudi Arabia,Standard Room,1,August 2019,Couple, Lovely comfy welcoming bed with great pillows.  Spacious and clean neat room.,8.3,Perfect transit stop for a good sleep in lovely room,1,comfort,0
3424,Saudi Arabia,Standard Room,1,August 2019,Couple, Lovely comfy welcoming bed with great pillows.  Spacious and clean neat room.,8.3,Perfect transit stop for a good sleep in lovely room,1,bed,0
3425,Saudi Arabia,Standard Room,1,August 2019,Couple, Lovely comfy welcoming bed with great pillows.  Spacious and clean neat room.,8.3,Perfect transit stop for a good sleep in lovely room,1,dirty,0
3426,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler," Convenient to all terminals 
Luxury feel 
Attentive staff 
Lovely place to spend time",9.2,Super stay,1,location,1
3427,United Kingdom,Superior Room with Runway View,1,August 2019,Solo traveler," Convenient to all terminals 
Luxury feel 
Attentive staff 
Lovely place to spend time",9.2,Super stay,1,staff,1
3428,United Kingdom,Executive Room with Lounge Access,1,August 2019,Couple, Excellent location for onward travel. Staff extremely helpful and polite. Executive room as expected and lounge facilities as ever were great. A great start to our holiday.,9.6,An excellent start to our holiday.,1,location,1
3429,United Kingdom,Executive Room with Lounge Access,1,August 2019,Couple, Excellent location for onward travel. Staff extremely helpful and polite. Executive room as expected and lounge facilities as ever were great. A great start to our holiday.,9.6,An excellent start to our holiday.,1,staff,1
3430,Greece,Standard Room,1,August 2019,Couple, The bed was extremely comfortable,10.0,Exceptional,1,bed,1
3431,Greece,Standard Room,1,August 2019,Couple, The bed was extremely comfortable,10.0,Exceptional,1,comfort,1
3432,United Kingdom,Standard Room,1,August 2019,Solo traveler, Excellent service & very friendly staff,10.0,Exceptional,1,staff,1
3433,United Kingdom,Superior Room with Runway View,1,July 2019,Couple, location and price when booked through booking.com,9.2,it was the perfect start to our holiday,1,location,1
3434,United Kingdom,Superior Room with Runway View,1,July 2019,Couple, location and price when booked through booking.com,9.2,it was the perfect start to our holiday,1,price,1
3435,Cyprus,Standard Room,1,August 2019,Couple, Location is everything with this hotel. Comfortable and clean.,8.3,Very good,1,location,1
3436,Cyprus,Standard Room,1,August 2019,Couple, Location is everything with this hotel. Comfortable and clean.,8.3,Very good,1,comfort,1
3437,Cyprus,Standard Room,1,August 2019,Couple, Location is everything with this hotel. Comfortable and clean.,8.3,Very good,1,dirty,1
3438,New Zealand,Superior Room with Runway View,1,August 2019,Solo traveler," Coming to the hotel straight from hospital, I stayed from 8pm Monday to 4pm Tuesday and received excellent service including a wheel chair from the hotel to terminal 3 through security. All impeccably organised despite large holiday crowds everywhere.",10.0,Critical to getting back to France in good shape,1,staff,1
3439,New Zealand,Superior Room with Runway View,1,August 2019,Solo traveler," Coming to the hotel straight from hospital, I stayed from 8pm Monday to 4pm Tuesday and received excellent service including a wheel chair from the hotel to terminal 3 through security. All impeccably organised despite large holiday crowds everywhere.",10.0,Critical to getting back to France in good shape,1,location,1
3440,United Kingdom,Standard Room,1,August 2019,Couple, Great location with easy covered access to all terminals. Exceptionally clean and had a great sleep before my flight,10.0,Exceptional,1,location,1
3441,United Kingdom,Standard Room,1,August 2019,Couple, Great location with easy covered access to all terminals. Exceptionally clean and had a great sleep before my flight,10.0,Exceptional,1,dirty,1
3442,United Kingdom,Standard Room,1,August 2019,Couple, Great location with easy covered access to all terminals. Exceptionally clean and had a great sleep before my flight,10.0,Exceptional,1,bed,1
3443,Australia,Standard Room,1,August 2019,Solo traveler," I had an early morning flight and needed somewhere close to the airport and wouldn’t need to travel too far after dropping off the hire car, this was perfect.
They had a gym as well, which was great to be able to access.",9.6,Exceptional,1,location,1
3444,Australia,Standard Room,1,August 2019,Solo traveler," I had an early morning flight and needed somewhere close to the airport and wouldn’t need to travel too far after dropping off the hire car, this was perfect.
They had a gym as well, which was great to be able to access.",9.6,Exceptional,1,parking,1
3445,Australia,Standard Room,1,August 2019,Solo traveler," I had an early morning flight and needed somewhere close to the airport and wouldn’t need to travel too far after dropping off the hire car, this was perfect.
They had a gym as well, which was great to be able to access.",9.6,Exceptional,1,fitness,1
3446,United Kingdom,Standard Room,1,August 2019,Couple," Perfect location right next to the airport. Large, clean rooms. Good value for money.",9.6,Perfect,1,location,1
3447,United Kingdom,Standard Room,1,August 2019,Couple," Perfect location right next to the airport. Large, clean rooms. Good value for money.",9.6,Perfect,1,dirty,1
3448,United Kingdom,Standard Room,1,August 2019,Couple," Perfect location right next to the airport. Large, clean rooms. Good value for money.",9.6,Perfect,1,price,1
3449,United Kingdom,Standard Room,1,August 2019,Solo traveler, Proximity to airport,9.6,Exceptional,1,location,1
3450,United Kingdom,Standard Room,1,August 2019,Family," Clean, organised",10.0,Exceptional,1,dirty,1
3451,Ireland,Superior Room with Runway View,1,August 2019,Solo traveler, excellent rooms and food,10.0,Exceptional,1,food/drink,1
3452,Isle of Man,Superior Room with Runway View,1,August 2019,Solo traveler, I didn’t have any croissants but the food overall in the restaurant was very good,8.8,I enjoyed it very much a very pleasant and comfortable stay the beds are great also the pillows and,1,food/drink,1
3453,Isle of Man,Superior Room with Runway View,1,August 2019,Solo traveler, I didn’t have any croissants but the food overall in the restaurant was very good,8.8,I enjoyed it very much a very pleasant and comfortable stay the beds are great also the pillows and,1,restaurant,1
3454,United Kingdom,Standard Room,1,August 2019,Couple, Very comfy pillows and a lovely breakfast.,9.6,We booked here for the convenience before a flight and were glad we chose this hotel.,1,comfort,1
3455,United Kingdom,Standard Room,1,August 2019,Couple, Very comfy pillows and a lovely breakfast.,9.6,We booked here for the convenience before a flight and were glad we chose this hotel.,1,bed,1
3456,United Kingdom,Standard Room,1,August 2019,Couple, Very comfy pillows and a lovely breakfast.,9.6,We booked here for the convenience before a flight and were glad we chose this hotel.,1,food/drink,1
3457,Australia,Superior Room with Runway View,1,August 2019,Couple," Property was situated within meters to airport with undercover access to terminals. Also close to train station, quick and easy train ride into Manchester.",9.6,Great hotel - convenient for airport and trains,1,location,0
3458,United Kingdom,Standard Room,1,August 2019,Couple, Liked to clean tidy well appointed room,10.0,Reliable hotel,1,dirty,1
3459,United States of America,Standard Room,1,August 2019,Group, It’s right at the airport!,10.0,Exceptional,1,location,1
3460,United Kingdom,Superior Room with Runway View,1,July 2019,Family, Stayed over before an early flight. rooms very nice and clean. bed very comfy! Bar and food really good.,9.2,Great hotel and staff. Perfect to take the stress away from an early morning flight,1,dirty,1
3461,United Kingdom,Superior Room with Runway View,1,July 2019,Family, Stayed over before an early flight. rooms very nice and clean. bed very comfy! Bar and food really good.,9.2,Great hotel and staff. Perfect to take the stress away from an early morning flight,1,bed,1
3462,United Kingdom,Superior Room with Runway View,1,July 2019,Family, Stayed over before an early flight. rooms very nice and clean. bed very comfy! Bar and food really good.,9.2,Great hotel and staff. Perfect to take the stress away from an early morning flight,1,comfort,1
3463,United Kingdom,Superior Room with Runway View,1,July 2019,Family, Stayed over before an early flight. rooms very nice and clean. bed very comfy! Bar and food really good.,9.2,Great hotel and staff. Perfect to take the stress away from an early morning flight,1,restaurant,1
3464,United Kingdom,Superior Room with Runway View,1,July 2019,Family, Stayed over before an early flight. rooms very nice and clean. bed very comfy! Bar and food really good.,9.2,Great hotel and staff. Perfect to take the stress away from an early morning flight,1,food/drink,1
3465,United Kingdom,Standard Room,1,July 2019,Couple," The location of the property was excellent, it made travelling on an early morning flight much more relaxing. The bed was an excellent size and so comfy, the room was larger than expected too. Staff were on hand to help with all needs.",9.2,Wonderful,1,location,1
3466,United Kingdom,Standard Room,1,July 2019,Couple," The location of the property was excellent, it made travelling on an early morning flight much more relaxing. The bed was an excellent size and so comfy, the room was larger than expected too. Staff were on hand to help with all needs.",9.2,Wonderful,1,bed,1
3467,United Kingdom,Standard Room,1,July 2019,Couple," The location of the property was excellent, it made travelling on an early morning flight much more relaxing. The bed was an excellent size and so comfy, the room was larger than expected too. Staff were on hand to help with all needs.",9.2,Wonderful,1,comfort,1
3468,United Kingdom,Standard Room,1,July 2019,Couple," The location of the property was excellent, it made travelling on an early morning flight much more relaxing. The bed was an excellent size and so comfy, the room was larger than expected too. Staff were on hand to help with all needs.",9.2,Wonderful,1,staff,1
3469,United Kingdom,Standard Room,1,August 2019,Couple, Room was spacious and clean,8.8,Convenient but on the pricey side,1,dirty,1
3470,United Kingdom,Standard Room,1,August 2019,Family," Location to the airport, swimming pool, size of beds",9.2,Wonderful,1,location,1
3471,United Kingdom,Standard Room,1,August 2019,Family," Location to the airport, swimming pool, size of beds",9.2,Wonderful,1,fitness,1
3472,United Kingdom,Standard Room,1,August 2019,Family," Location to the airport, swimming pool, size of beds",9.2,Wonderful,1,bed,1
3473,United Kingdom,Standard Room,1,July 2019,Couple, Comfortable room and bed. Pleasant efficient staff. Restaurant good,9.2,Wonderful,1,comfort,0
3474,United Kingdom,Standard Room,1,July 2019,Couple, Comfortable room and bed. Pleasant efficient staff. Restaurant good,9.2,Wonderful,1,bed,0
3475,United Kingdom,Standard Room,1,July 2019,Couple, Comfortable room and bed. Pleasant efficient staff. Restaurant good,9.2,Wonderful,1,noisiness,0
3476,United Kingdom,Standard Room,1,July 2019,Couple, Comfortable room and bed. Pleasant efficient staff. Restaurant good,9.2,Wonderful,1,staff,0
3477,United Kingdom,Standard Room,1,July 2019,Couple, Comfortable room and bed. Pleasant efficient staff. Restaurant good,9.2,Wonderful,1,restaurant,0
3478,United Kingdom,Standard Room,1,August 2019,Family, All worked very well with the bed and room configuration that we requested,7.9,Good,1,bed,1
3479,United Kingdom,Standard Room,1,July 2019,Solo traveler, Location is fantastic for the airport,10.0,Exceptional,1,location,1
3480,Greece,Standard Room,1,August 2019,Couple, Bed really comfortable. Shower excellent.,10.0,Super snooze after tiring travel!,1,bed,1
3481,Greece,Standard Room,1,August 2019,Couple, Bed really comfortable. Shower excellent.,10.0,Super snooze after tiring travel!,1,comfort,1
3482,Greece,Standard Room,1,August 2019,Couple, Bed really comfortable. Shower excellent.,10.0,Super snooze after tiring travel!,1,bathroom,1
3483,United Kingdom,Standard Room,1,August 2019,Couple," Comfy beds ,",10.0,Good location for us arriving early hours of the morning,1,comfort,1
