Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,Facilities,Predicted
Germany,Twin Room,1,December 2019,Solo traveler, Very good breakfast and coffee. My stay was to short to see the spa.,8.0,Good short stay,1,fitness,0
Poland,Double Room,1,December 2019,Family," The location of the hotel is very good, it has ground level and underground parking, clean rooms. We stayed in the beginning of December with my wife and kid and there was a  Christmas decorations, free ginger cookies and wonderful holiday spirit! The room itself was great, clean and tidy, AC working perfectly. The info channel is informing you with everything you can see or do in the city. The staff was friendly and helpful, perfect English. Good meals both at the restaurant in the evening and in the morning on breakfast. My family and I are very satisfied that we stayed at the hotel after a long car drive. Thanks everyone and happy holidays!!! Keep up the great work!",10.0,Exceptional,1,location,0
Poland,Double Room,1,December 2019,Family," The location of the hotel is very good, it has ground level and underground parking, clean rooms. We stayed in the beginning of December with my wife and kid and there was a  Christmas decorations, free ginger cookies and wonderful holiday spirit! The room itself was great, clean and tidy, AC working perfectly. The info channel is informing you with everything you can see or do in the city. The staff was friendly and helpful, perfect English. Good meals both at the restaurant in the evening and in the morning on breakfast. My family and I are very satisfied that we stayed at the hotel after a long car drive. Thanks everyone and happy holidays!!! Keep up the great work!",10.0,Exceptional,1,parking,0
Poland,Double Room,1,December 2019,Family," The location of the hotel is very good, it has ground level and underground parking, clean rooms. We stayed in the beginning of December with my wife and kid and there was a  Christmas decorations, free ginger cookies and wonderful holiday spirit! The room itself was great, clean and tidy, AC working perfectly. The info channel is informing you with everything you can see or do in the city. The staff was friendly and helpful, perfect English. Good meals both at the restaurant in the evening and in the morning on breakfast. My family and I are very satisfied that we stayed at the hotel after a long car drive. Thanks everyone and happy holidays!!! Keep up the great work!",10.0,Exceptional,1,dirty,0
Poland,Double Room,1,December 2019,Family," The location of the hotel is very good, it has ground level and underground parking, clean rooms. We stayed in the beginning of December with my wife and kid and there was a  Christmas decorations, free ginger cookies and wonderful holiday spirit! The room itself was great, clean and tidy, AC working perfectly. The info channel is informing you with everything you can see or do in the city. The staff was friendly and helpful, perfect English. Good meals both at the restaurant in the evening and in the morning on breakfast. My family and I are very satisfied that we stayed at the hotel after a long car drive. Thanks everyone and happy holidays!!! Keep up the great work!",10.0,Exceptional,1,internet,0
Poland,Double Room,1,December 2019,Family," The location of the hotel is very good, it has ground level and underground parking, clean rooms. We stayed in the beginning of December with my wife and kid and there was a  Christmas decorations, free ginger cookies and wonderful holiday spirit! The room itself was great, clean and tidy, AC working perfectly. The info channel is informing you with everything you can see or do in the city. The staff was friendly and helpful, perfect English. Good meals both at the restaurant in the evening and in the morning on breakfast. My family and I are very satisfied that we stayed at the hotel after a long car drive. Thanks everyone and happy holidays!!! Keep up the great work!",10.0,Exceptional,1,tv,0
Poland,Double Room,1,December 2019,Family," The location of the hotel is very good, it has ground level and underground parking, clean rooms. We stayed in the beginning of December with my wife and kid and there was a  Christmas decorations, free ginger cookies and wonderful holiday spirit! The room itself was great, clean and tidy, AC working perfectly. The info channel is informing you with everything you can see or do in the city. The staff was friendly and helpful, perfect English. Good meals both at the restaurant in the evening and in the morning on breakfast. My family and I are very satisfied that we stayed at the hotel after a long car drive. Thanks everyone and happy holidays!!! Keep up the great work!",10.0,Exceptional,1,staff,0
Poland,Double Room,1,December 2019,Family," The location of the hotel is very good, it has ground level and underground parking, clean rooms. We stayed in the beginning of December with my wife and kid and there was a  Christmas decorations, free ginger cookies and wonderful holiday spirit! The room itself was great, clean and tidy, AC working perfectly. The info channel is informing you with everything you can see or do in the city. The staff was friendly and helpful, perfect English. Good meals both at the restaurant in the evening and in the morning on breakfast. My family and I are very satisfied that we stayed at the hotel after a long car drive. Thanks everyone and happy holidays!!! Keep up the great work!",10.0,Exceptional,1,food/drink,0
Poland,Double Room,1,December 2019,Family," The location of the hotel is very good, it has ground level and underground parking, clean rooms. We stayed in the beginning of December with my wife and kid and there was a  Christmas decorations, free ginger cookies and wonderful holiday spirit! The room itself was great, clean and tidy, AC working perfectly. The info channel is informing you with everything you can see or do in the city. The staff was friendly and helpful, perfect English. Good meals both at the restaurant in the evening and in the morning on breakfast. My family and I are very satisfied that we stayed at the hotel after a long car drive. Thanks everyone and happy holidays!!! Keep up the great work!",10.0,Exceptional,1,restaurant,0
United Kingdom,Twin Room,3,December 2019,Family," Well situated, great value for money, would highly recommend and definitely will be back",10.0,5 stars,1,price,1
United Kingdom,Double Room,3,December 2019,Couple," Great location, spectacular views, clean and comfortable.",8.8,Excellent,1,location,1
United Kingdom,Double Room,3,December 2019,Couple," Great location, spectacular views, clean and comfortable.",8.8,Excellent,1,dirty,1
United Kingdom,Double Room,3,December 2019,Couple," Great location, spectacular views, clean and comfortable.",8.8,Excellent,1,comfort,0
Ireland,Double Room,2,December 2019,Couple," Reception staff and bar staff were charming. Our waitress  on Saturday night for dinner was very helpful and pleasant.  I think her name was Pamela. 
Fantastic location . I would highly recommend this hotel.",9.6,Christmas market break,1,staff,0
Ireland,Double Room,2,December 2019,Couple," Reception staff and bar staff were charming. Our waitress  on Saturday night for dinner was very helpful and pleasant.  I think her name was Pamela. 
Fantastic location . I would highly recommend this hotel.",9.6,Christmas market break,1,restaurant,0
Ireland,Double Room,2,December 2019,Couple," Reception staff and bar staff were charming. Our waitress  on Saturday night for dinner was very helpful and pleasant.  I think her name was Pamela. 
Fantastic location . I would highly recommend this hotel.",9.6,Christmas market break,1,food/drink,0
Ireland,Double Room,2,December 2019,Couple," Reception staff and bar staff were charming. Our waitress  on Saturday night for dinner was very helpful and pleasant.  I think her name was Pamela. 
Fantastic location . I would highly recommend this hotel.",9.6,Christmas market break,1,noisiness,0
Ireland,Double Room,2,December 2019,Couple," Reception staff and bar staff were charming. Our waitress  on Saturday night for dinner was very helpful and pleasant.  I think her name was Pamela. 
Fantastic location . I would highly recommend this hotel.",9.6,Christmas market break,1,location,1
Czech Republic,Double Room,2,December 2019,Family, All was perfect. Hotel is very close to center. There is 50m tram stop if you don't walk at all :),10.0,Exceptional,1,location,1
United States of America,Double Room,1,November 2019,Couple, Great location and amazing views!,10.0,Exceptional,1,location,1
United Kingdom,Double Room,2,November 2019,Group, The area is perfect with great secure parking! It is easy to grab a scooter and ride around the wonderful city with easy!,9.2,Wonderful,1,location,1
United Kingdom,Double Room,2,November 2019,Group, The area is perfect with great secure parking! It is easy to grab a scooter and ride around the wonderful city with easy!,9.2,Wonderful,1,parking,1
United Kingdom,Twin Room,1,November 2019,Group, Staff were very friendly and helpful with info on places to visit. Good location and a great price.,9.0,Wonderful,1,staff,1
United Kingdom,Twin Room,1,November 2019,Group, Staff were very friendly and helpful with info on places to visit. Good location and a great price.,9.0,Wonderful,1,location,1
United Kingdom,Twin Room,1,November 2019,Group, Staff were very friendly and helpful with info on places to visit. Good location and a great price.,9.0,Wonderful,1,price,1
United Kingdom,Single Room,3,November 2019,Solo traveler, Centrally located. Was easy to get around by foot. Also I have to say the staff were super friendly and ready to accommodate any request. Above and beyond the call I would say. Reception and House Keeping! Just sayin!,9.6,Exceptional,1,location,1
United Kingdom,Single Room,3,November 2019,Solo traveler, Centrally located. Was easy to get around by foot. Also I have to say the staff were super friendly and ready to accommodate any request. Above and beyond the call I would say. Reception and House Keeping! Just sayin!,9.6,Exceptional,1,staff,1
Ukraine,Single Room,2,October 2019,Solo traveler," Very comfortable and silent hotel. Close to Botanical garden and city center. My room was on the corner with beautiful river view. Attentive staff, especially receptionist, who helped me with the room selection and city map. Tasty and rich breakfast. Comfortable pillows and mattress.",10.0,Excellent value for money and comfortable rest,1,comfort,1
Ukraine,Single Room,2,October 2019,Solo traveler," Very comfortable and silent hotel. Close to Botanical garden and city center. My room was on the corner with beautiful river view. Attentive staff, especially receptionist, who helped me with the room selection and city map. Tasty and rich breakfast. Comfortable pillows and mattress.",10.0,Excellent value for money and comfortable rest,1,location,1
Ukraine,Single Room,2,October 2019,Solo traveler," Very comfortable and silent hotel. Close to Botanical garden and city center. My room was on the corner with beautiful river view. Attentive staff, especially receptionist, who helped me with the room selection and city map. Tasty and rich breakfast. Comfortable pillows and mattress.",10.0,Excellent value for money and comfortable rest,1,staff,1
Ukraine,Single Room,2,October 2019,Solo traveler," Very comfortable and silent hotel. Close to Botanical garden and city center. My room was on the corner with beautiful river view. Attentive staff, especially receptionist, who helped me with the room selection and city map. Tasty and rich breakfast. Comfortable pillows and mattress.",10.0,Excellent value for money and comfortable rest,1,food/drink,1
Ukraine,Single Room,2,October 2019,Solo traveler," Very comfortable and silent hotel. Close to Botanical garden and city center. My room was on the corner with beautiful river view. Attentive staff, especially receptionist, who helped me with the room selection and city map. Tasty and rich breakfast. Comfortable pillows and mattress.",10.0,Excellent value for money and comfortable rest,1,bed,1
Canada,Double Room,2,September 2019,Couple," Excellent location, underground parking.",9.2,Wonderful,1,location,1
Canada,Double Room,2,September 2019,Couple," Excellent location, underground parking.",9.2,Wonderful,1,parking,0
Romania,Twin Room,2,September 2019,Solo traveler," The hotel is great, both inside and out. The room was spotlessly clean, very good comfort, perfect bed. The staff were fabulous and very helpful — thanks Marta! :-) The breakfast is awesome, great selection and many healthy options. The location is a 10-15 minute walk from the main square, which was lovely given the view of this city by day and by night. Parking is as advertised. Would definitely recommend.",10.0,Exceptional,1,dirty,0
Romania,Twin Room,2,September 2019,Solo traveler," The hotel is great, both inside and out. The room was spotlessly clean, very good comfort, perfect bed. The staff were fabulous and very helpful — thanks Marta! :-) The breakfast is awesome, great selection and many healthy options. The location is a 10-15 minute walk from the main square, which was lovely given the view of this city by day and by night. Parking is as advertised. Would definitely recommend.",10.0,Exceptional,1,comfort,0
Romania,Twin Room,2,September 2019,Solo traveler," The hotel is great, both inside and out. The room was spotlessly clean, very good comfort, perfect bed. The staff were fabulous and very helpful — thanks Marta! :-) The breakfast is awesome, great selection and many healthy options. The location is a 10-15 minute walk from the main square, which was lovely given the view of this city by day and by night. Parking is as advertised. Would definitely recommend.",10.0,Exceptional,1,bed,0
Romania,Twin Room,2,September 2019,Solo traveler," The hotel is great, both inside and out. The room was spotlessly clean, very good comfort, perfect bed. The staff were fabulous and very helpful — thanks Marta! :-) The breakfast is awesome, great selection and many healthy options. The location is a 10-15 minute walk from the main square, which was lovely given the view of this city by day and by night. Parking is as advertised. Would definitely recommend.",10.0,Exceptional,1,staff,0
Romania,Twin Room,2,September 2019,Solo traveler," The hotel is great, both inside and out. The room was spotlessly clean, very good comfort, perfect bed. The staff were fabulous and very helpful — thanks Marta! :-) The breakfast is awesome, great selection and many healthy options. The location is a 10-15 minute walk from the main square, which was lovely given the view of this city by day and by night. Parking is as advertised. Would definitely recommend.",10.0,Exceptional,1,food/drink,0
Romania,Twin Room,2,September 2019,Solo traveler," The hotel is great, both inside and out. The room was spotlessly clean, very good comfort, perfect bed. The staff were fabulous and very helpful — thanks Marta! :-) The breakfast is awesome, great selection and many healthy options. The location is a 10-15 minute walk from the main square, which was lovely given the view of this city by day and by night. Parking is as advertised. Would definitely recommend.",10.0,Exceptional,1,location,0
Romania,Twin Room,2,September 2019,Solo traveler," The hotel is great, both inside and out. The room was spotlessly clean, very good comfort, perfect bed. The staff were fabulous and very helpful — thanks Marta! :-) The breakfast is awesome, great selection and many healthy options. The location is a 10-15 minute walk from the main square, which was lovely given the view of this city by day and by night. Parking is as advertised. Would definitely recommend.",10.0,Exceptional,1,parking,1
United States of America,Double Room,5,August 2019,Couple, Location is just great!,8.0,Good place to stay if you visiting Google Wroclaw.,1,location,0
Germany,Double Room,1,August 2019,Group," This is for me the best hotel in Wroclaw. The view to river is amazing, room is spacious and particularly the staff is really friendly.",10.0,Exceptional,1,location,0
Germany,Double Room,1,August 2019,Group," This is for me the best hotel in Wroclaw. The view to river is amazing, room is spacious and particularly the staff is really friendly.",10.0,Exceptional,1,staff,1
United Kingdom,Double Room,4,August 2019,Couple," Very clean and tidy, great view on the river side.",8.8,4 day leisure stay,1,dirty,1
United Kingdom,Double Room,4,August 2019,Couple," Very clean and tidy, great view on the river side.",8.8,4 day leisure stay,1,location,1
United Kingdom,Twin Room,1,August 2019,Solo traveler," I normally stay at the Q Hotel but I don’t like it’s location . This was a similar price . Room was lovely with city view. Breakfast looked amazing , I regretted not having it when I went to look around and saw the fabulous outdoor space in the sunshine on the river.",9.2,Nice modern hotel,1,location,1
United Kingdom,Twin Room,1,August 2019,Solo traveler," I normally stay at the Q Hotel but I don’t like it’s location . This was a similar price . Room was lovely with city view. Breakfast looked amazing , I regretted not having it when I went to look around and saw the fabulous outdoor space in the sunshine on the river.",9.2,Nice modern hotel,1,price,1
United Kingdom,Twin Room,1,August 2019,Solo traveler," I normally stay at the Q Hotel but I don’t like it’s location . This was a similar price . Room was lovely with city view. Breakfast looked amazing , I regretted not having it when I went to look around and saw the fabulous outdoor space in the sunshine on the river.",9.2,Nice modern hotel,1,food/drink,1
United Kingdom,Twin Room,1,August 2019,Solo traveler," I normally stay at the Q Hotel but I don’t like it’s location . This was a similar price . Room was lovely with city view. Breakfast looked amazing , I regretted not having it when I went to look around and saw the fabulous outdoor space in the sunshine on the river.",9.2,Nice modern hotel,1,fitness,0
Lithuania,Double Room,1,August 2019,Group, Very good breakfast.,8.3,Very Good,1,food/drink,1
United Kingdom,Double Room,1,August 2019,Family," Amazing view, location, car park. Very comfortable room",10.0,Exceptional,1,location,1
United Kingdom,Double Room,1,August 2019,Family," Amazing view, location, car park. Very comfortable room",10.0,Exceptional,1,parking,1
United Kingdom,Double Room,1,August 2019,Family," Amazing view, location, car park. Very comfortable room",10.0,Exceptional,1,comfort,0
Czech Republic,Double Room,1,August 2019,Couple, I couldn’t have asked for better.. the location is great and the view is wonderful. The staff was nice and very professional. The hotel was clean and comfortable. All of this 15 minutes walking from Rynek.,9.6,Weekend in Warsaw,1,location,0
Czech Republic,Double Room,1,August 2019,Couple, I couldn’t have asked for better.. the location is great and the view is wonderful. The staff was nice and very professional. The hotel was clean and comfortable. All of this 15 minutes walking from Rynek.,9.6,Weekend in Warsaw,1,staff,0
Czech Republic,Double Room,1,August 2019,Couple, I couldn’t have asked for better.. the location is great and the view is wonderful. The staff was nice and very professional. The hotel was clean and comfortable. All of this 15 minutes walking from Rynek.,9.6,Weekend in Warsaw,1,dirty,0
Czech Republic,Double Room,1,August 2019,Couple, I couldn’t have asked for better.. the location is great and the view is wonderful. The staff was nice and very professional. The hotel was clean and comfortable. All of this 15 minutes walking from Rynek.,9.6,Weekend in Warsaw,1,comfort,1
Greece,Twin Room,2,August 2019,Family," Very good breakfast, All staff were very friendly and professional. The hotel is a great choice.",10.0,Exceptional,1,food/drink,1
Greece,Twin Room,2,August 2019,Family," Very good breakfast, All staff were very friendly and professional. The hotel is a great choice.",10.0,Exceptional,1,staff,0
United Kingdom,Double Room,2,August 2019,Couple, We got a free upgrade to a larger room on arrival without asking. Breakfast was lovely so many choices.,10.0,"Very good, would stay there again",1,food/drink,1
United Kingdom,Twin Room,3,August 2019,Group," Lovely hotel, great breakfast , very friendly staff. Bedroom and bathroom excellent . Next to a nice park , and the river. will stay here again.",9.2,SUPERB,1,food/drink,1
United Kingdom,Twin Room,3,August 2019,Group," Lovely hotel, great breakfast , very friendly staff. Bedroom and bathroom excellent . Next to a nice park , and the river. will stay here again.",9.2,SUPERB,1,staff,1
United Kingdom,Twin Room,3,August 2019,Group," Lovely hotel, great breakfast , very friendly staff. Bedroom and bathroom excellent . Next to a nice park , and the river. will stay here again.",9.2,SUPERB,1,bathroom,0
Italy,Double Room,2,August 2019,Family," Fabulous breakfast! Modern room and bathroom, recently renewed. Colazione favolosa! Camere e bagni moderni e rinnovati recentemente!",10.0,Exceptional,1,food/drink,0
Italy,Double Room,2,August 2019,Family," Fabulous breakfast! Modern room and bathroom, recently renewed. Colazione favolosa! Camere e bagni moderni e rinnovati recentemente!",10.0,Exceptional,1,comfort,0
Italy,Double Room,2,August 2019,Family," Fabulous breakfast! Modern room and bathroom, recently renewed. Colazione favolosa! Camere e bagni moderni e rinnovati recentemente!",10.0,Exceptional,1,bathroom,0
United Kingdom,Superior Double Room,3,August 2019,Couple, Clean comfortable quality breakfast and excellent staff,10.0,Exceptional,1,dirty,0
United Kingdom,Superior Double Room,3,August 2019,Couple, Clean comfortable quality breakfast and excellent staff,10.0,Exceptional,1,comfort,0
United Kingdom,Superior Double Room,3,August 2019,Couple, Clean comfortable quality breakfast and excellent staff,10.0,Exceptional,1,food/drink,0
United Kingdom,Superior Double Room,3,August 2019,Couple, Clean comfortable quality breakfast and excellent staff,10.0,Exceptional,1,staff,1
Ukraine,Twin Room,1,July 2019,Group," Great hotel, good breakfast, easy parking",8.8,Excellent,1,food/drink,1
Ukraine,Twin Room,1,July 2019,Group," Great hotel, good breakfast, easy parking",8.8,Excellent,1,parking,1
Greece,Twin Room,1,July 2019,Couple," Near the city center, walking distance. Clean and comfortable rooms",10.0,Exceptional,1,location,1
Greece,Twin Room,1,July 2019,Couple," Near the city center, walking distance. Clean and comfortable rooms",10.0,Exceptional,1,dirty,1
Greece,Twin Room,1,July 2019,Couple," Near the city center, walking distance. Clean and comfortable rooms",10.0,Exceptional,1,comfort,1
United Kingdom,Twin Room,1,June 2019,Solo traveler," breakfast was good ,so much to pick from and staff were great .",8.3,Very Good,1,food/drink,1
United Kingdom,Twin Room,1,June 2019,Solo traveler," breakfast was good ,so much to pick from and staff were great .",8.3,Very Good,1,staff,1
Netherlands,Single Room,2,July 2019,Solo traveler," Great location 
Beautiful view on the river
Friendly staff
Nice room",8.8,Great place close to the center,1,location,1
Netherlands,Single Room,2,July 2019,Solo traveler," Great location 
Beautiful view on the river
Friendly staff
Nice room",8.8,Great place close to the center,1,staff,1
United Kingdom,Double Room,2,July 2019,Couple, Location perfect for visiting the square and the islands. A lovely view over the river. Breakfast a great start to the day.,9.6,A fantastic stay in a beautiful but still little known European destination.,1,location,1
United Kingdom,Double Room,2,July 2019,Couple, Location perfect for visiting the square and the islands. A lovely view over the river. Breakfast a great start to the day.,9.6,A fantastic stay in a beautiful but still little known European destination.,1,food/drink,1
Czech Republic,Twin Room,1,July 2019,Solo traveler, The place is close to centrum. Friendly personal,9.2,Wonderful,1,location,1
Czech Republic,Twin Room,1,July 2019,Solo traveler, The place is close to centrum. Friendly personal,9.2,Wonderful,1,staff,1
Czech Republic,Double Room,1,July 2019,Family," I liked the location of the hotel, breakfast, fast wifi and staff kindness.",9.6,Great hotel in an ideal location to visit Wroclaw,1,location,1
Czech Republic,Double Room,1,July 2019,Family," I liked the location of the hotel, breakfast, fast wifi and staff kindness.",9.6,Great hotel in an ideal location to visit Wroclaw,1,food/drink,1
Czech Republic,Double Room,1,July 2019,Family," I liked the location of the hotel, breakfast, fast wifi and staff kindness.",9.6,Great hotel in an ideal location to visit Wroclaw,1,internet,1
Czech Republic,Double Room,1,July 2019,Family," I liked the location of the hotel, breakfast, fast wifi and staff kindness.",9.6,Great hotel in an ideal location to visit Wroclaw,1,staff,0
United Kingdom,Double Room,1,June 2019,Couple," Great location, nice big room. Easy to find and close to town. Nice and friendly staff, when asked for an iron it was brought up to the room straight away. Lovely breakfast.",9.6,Great hotel for lovely city break,1,location,0
United Kingdom,Double Room,1,June 2019,Couple," Great location, nice big room. Easy to find and close to town. Nice and friendly staff, when asked for an iron it was brought up to the room straight away. Lovely breakfast.",9.6,Great hotel for lovely city break,1,staff,0
United Kingdom,Double Room,1,June 2019,Couple," Great location, nice big room. Easy to find and close to town. Nice and friendly staff, when asked for an iron it was brought up to the room straight away. Lovely breakfast.",9.6,Great hotel for lovely city break,1,food/drink,0
United Kingdom,Twin Room,1,July 2019,Solo traveler, Place was nice breakfast was beautiful but no toast for me .,9.2,Wonderful,1,location,0
United Kingdom,Twin Room,1,July 2019,Solo traveler, Place was nice breakfast was beautiful but no toast for me .,9.2,Wonderful,1,food/drink,1
Ukraine,Double Room,4,June 2019,Family, The food was just perfect.,8.3,Very Good,1,food/drink,1
United Kingdom,Twin Room,1,June 2019,Couple, The location,7.9,Good,1,location,0
Netherlands,Double Room,2,June 2019,Couple, It was super clean and location was excellent for me. Great service at the reception!,9.6,Exceptional,1,dirty,0
Netherlands,Double Room,2,June 2019,Couple, It was super clean and location was excellent for me. Great service at the reception!,9.6,Exceptional,1,location,0
Netherlands,Double Room,2,June 2019,Couple, It was super clean and location was excellent for me. Great service at the reception!,9.6,Exceptional,1,staff,1
Slovakia,Double Room,2,June 2019,Group, Very nice hotel on very good place and with excellent breakfast .,9.6,Exceptional,1,location,1
Slovakia,Double Room,2,June 2019,Group, Very nice hotel on very good place and with excellent breakfast .,9.6,Exceptional,1,food/drink,0
Bulgaria,Twin Room,4,June 2019,Group," Location of the Hotel is perfect, 5 minutes walk from the city center. The hotel is nice and clean, with big parking. Breakfast is excellent.",10.0,Nice hotel next to Wroclaw city center.,1,location,0
Bulgaria,Twin Room,4,June 2019,Group," Location of the Hotel is perfect, 5 minutes walk from the city center. The hotel is nice and clean, with big parking. Breakfast is excellent.",10.0,Nice hotel next to Wroclaw city center.,1,dirty,0
Bulgaria,Twin Room,4,June 2019,Group," Location of the Hotel is perfect, 5 minutes walk from the city center. The hotel is nice and clean, with big parking. Breakfast is excellent.",10.0,Nice hotel next to Wroclaw city center.,1,parking,0
Bulgaria,Twin Room,4,June 2019,Group," Location of the Hotel is perfect, 5 minutes walk from the city center. The hotel is nice and clean, with big parking. Breakfast is excellent.",10.0,Nice hotel next to Wroclaw city center.,1,food/drink,0
United Kingdom,Twin Room,3,June 2019,Group," Good views of the river from the restaurant at Breakfast
Plenty of choice for breakfast 
Arranged taxis for Park run !",7.9,"Very pleasant short stay, Close to old Town we walked everyday to restaurants across the river",1,location,0
United Kingdom,Twin Room,3,June 2019,Group," Good views of the river from the restaurant at Breakfast
Plenty of choice for breakfast 
Arranged taxis for Park run !",7.9,"Very pleasant short stay, Close to old Town we walked everyday to restaurants across the river",1,restaurant,0
United Kingdom,Twin Room,3,June 2019,Group," Good views of the river from the restaurant at Breakfast
Plenty of choice for breakfast 
Arranged taxis for Park run !",7.9,"Very pleasant short stay, Close to old Town we walked everyday to restaurants across the river",1,food/drink,1
United Kingdom,Double Room,4,June 2019,Couple," Location
Cleanliness",9.2,Wonderful,1,location,1
United Kingdom,Double Room,4,June 2019,Couple," Location
Cleanliness",9.2,Wonderful,1,dirty,1
South Africa,Twin Room,2,June 2019,Group," Near the wonderfull old town. 
a
a",10.0,An excellent place where we will like to stay again. So comfortable with very helpful people.,1,location,1
Belarus,Double Room,1,May 2019,Couple," Friendly personal, good and secure parking, good location and awesone view to the river. Room design is quite good and modern.
Nice and confortable bed. Very good bath.",9.6,"Excellent place, but lock door at room and use safe.",1,staff,1
Belarus,Double Room,1,May 2019,Couple," Friendly personal, good and secure parking, good location and awesone view to the river. Room design is quite good and modern.
Nice and confortable bed. Very good bath.",9.6,"Excellent place, but lock door at room and use safe.",1,parking,1
Belarus,Double Room,1,May 2019,Couple," Friendly personal, good and secure parking, good location and awesone view to the river. Room design is quite good and modern.
Nice and confortable bed. Very good bath.",9.6,"Excellent place, but lock door at room and use safe.",1,location,1
Belarus,Double Room,1,May 2019,Couple," Friendly personal, good and secure parking, good location and awesone view to the river. Room design is quite good and modern.
Nice and confortable bed. Very good bath.",9.6,"Excellent place, but lock door at room and use safe.",1,comfort,1
Belarus,Double Room,1,May 2019,Couple," Friendly personal, good and secure parking, good location and awesone view to the river. Room design is quite good and modern.
Nice and confortable bed. Very good bath.",9.6,"Excellent place, but lock door at room and use safe.",1,bed,1
Belarus,Double Room,1,May 2019,Couple," Friendly personal, good and secure parking, good location and awesone view to the river. Room design is quite good and modern.
Nice and confortable bed. Very good bath.",9.6,"Excellent place, but lock door at room and use safe.",1,bathroom,1
Italy,Double Room,2,May 2019,Group, The location and view was fantastic and enchanting.,10.0,Exceptional,1,location,1
Canada,Single Room,2,May 2019,Solo traveler," Great location, beautiful views, very clean, comfortable and a good breakfast. Easy and cheap parking.",9.6,Exceptional,1,location,1
Canada,Single Room,2,May 2019,Solo traveler," Great location, beautiful views, very clean, comfortable and a good breakfast. Easy and cheap parking.",9.6,Exceptional,1,dirty,1
Canada,Single Room,2,May 2019,Solo traveler," Great location, beautiful views, very clean, comfortable and a good breakfast. Easy and cheap parking.",9.6,Exceptional,1,comfort,1
Canada,Single Room,2,May 2019,Solo traveler," Great location, beautiful views, very clean, comfortable and a good breakfast. Easy and cheap parking.",9.6,Exceptional,1,food/drink,1
Canada,Single Room,2,May 2019,Solo traveler," Great location, beautiful views, very clean, comfortable and a good breakfast. Easy and cheap parking.",9.6,Exceptional,1,price,1
Canada,Single Room,2,May 2019,Solo traveler," Great location, beautiful views, very clean, comfortable and a good breakfast. Easy and cheap parking.",9.6,Exceptional,1,parking,1
Netherlands,Twin Room,2,May 2019,Solo traveler," Floor heating bathroom,",9.2,Wonderful,1,temperature,1
Netherlands,Twin Room,2,May 2019,Solo traveler," Floor heating bathroom,",9.2,Wonderful,1,bathroom,1
Austria,Double Room,1,May 2019,Couple," I had stayed this hotel several times before, this time I stayed refurbished room. Equipment of this room pretty new and bed would be better than before. 
Everything fine!!",10.0,Exceptional,1,bed,1
Ireland,Twin Room,2,May 2019,Family," Lovely hotel, friendly staff, a short walk to Old Town. Excellent breakfast. Would recommend.",10.0,Exceptional,1,staff,1
Ireland,Twin Room,2,May 2019,Family," Lovely hotel, friendly staff, a short walk to Old Town. Excellent breakfast. Would recommend.",10.0,Exceptional,1,location,1
Ireland,Twin Room,2,May 2019,Family," Lovely hotel, friendly staff, a short walk to Old Town. Excellent breakfast. Would recommend.",10.0,Exceptional,1,food/drink,1
United Kingdom,Single Room,2,May 2019,Solo traveler," Very comfortable and warm, closed to my friends location",10.0,Exceptional,1,comfort,1
United Kingdom,Single Room,2,May 2019,Solo traveler," Very comfortable and warm, closed to my friends location",10.0,Exceptional,1,location,0
Finland,Twin Room,1,April 2019,Couple, Very good food and breakfast also. Gl. bread 😊,10.0,Exceptional,1,food/drink,1
United Arab Emirates,Twin Room,1,March 2019,Group, Location is great near Odra river,7.9,Good,1,location,1
United Kingdom,Double Room,1,March 2019,Couple, Staff all friendly and attentive,10.0,Exceptional,1,staff,1
United Kingdom,Twin Room,3,March 2019,Family," Comfortable bed
Good sized room
Complimentary water
Great location",10.0,Exceptional,1,comfort,1
United Kingdom,Twin Room,3,March 2019,Family," Comfortable bed
Good sized room
Complimentary water
Great location",10.0,Exceptional,1,bed,1
United Kingdom,Twin Room,3,March 2019,Family," Comfortable bed
Good sized room
Complimentary water
Great location",10.0,Exceptional,1,price,1
United Kingdom,Twin Room,3,March 2019,Family," Comfortable bed
Good sized room
Complimentary water
Great location",10.0,Exceptional,1,bathroom,1
United Kingdom,Twin Room,3,March 2019,Family," Comfortable bed
Good sized room
Complimentary water
Great location",10.0,Exceptional,1,dirty,1
United Kingdom,Twin Room,3,March 2019,Family," Comfortable bed
Good sized room
Complimentary water
Great location",10.0,Exceptional,1,location,0
United Kingdom,Double Room,1,March 2019,Group," Fell off the corner the bed , unexpectedly too soft!a quick",7.9,A quick overnight stop for,1,bed,1
United Kingdom,Double Room,1,February 2019,Solo traveler," Fabulous location, just outside the centre, but close to the Marina.
Breakfast and service very good.",7.9,Good,1,location,1
United Kingdom,Double Room,1,February 2019,Solo traveler," Fabulous location, just outside the centre, but close to the Marina.
Breakfast and service very good.",7.9,Good,1,food/drink,1
United Kingdom,Double Room,1,February 2019,Solo traveler," Fabulous location, just outside the centre, but close to the Marina.
Breakfast and service very good.",7.9,Good,1,staff,1
United Kingdom,Single Room,1,February 2019,Solo traveler, Very nice staff and good location.,7.5,"Nice staff and good location, average restaurant.",1,staff,1
United Kingdom,Single Room,1,February 2019,Solo traveler, Very nice staff and good location.,7.5,"Nice staff and good location, average restaurant.",1,location,1
